date,notes,state,url,
21/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4333,
20/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4332,
19/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4331,
18/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/18_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
17/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/17_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
16/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/16_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
15/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/15_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
14/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/14_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
13/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/13_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
12/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4318,
11/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4317,
10/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/10_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19_1.pdf,
09/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/09_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
08/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4313,
08/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/08_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
07/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4312,
06/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4311,
05/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4310,
05/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/05_12_20_BOLETIM_DIARIO_DE_CASOS_COVID-19.pdf,
04/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/04_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
03/12/2020,,AM,http://www.fvs.am.gov.br/noticias_view/4308,
02/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/02_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19.pdf,
01/12/2020,,AM,http://www.fvs.am.gov.br/media/publicacao/01_12_20_BOLETIM_DI%C3%81RIO_DE_CASOS_COVID-19_1.pdf,
31/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_304.pdf,
30/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_303.pdf,
29/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_302.pdf,
28/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_301.pdf,
27/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_300.pdf,
26/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_299.pdf,
25/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_298.pdf,
24/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_297.pdf,
23/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_296.pdf,
22/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_295.pdf,
21/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_294.pdf,
20/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_293.pdf,
19/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_292.pdf,
18/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_291.pdf,
17/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_290.pdf,
16/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_289.pdf,
15/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_288.pdf,
14/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_287.pdf,
13/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_286.pdf,
12/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_285.pdf,
11/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_284.pdf,
10/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_283.pdf,
09/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_282.pdf,
08/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_281.pdf,
07/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_280.pdf,
06/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_279.pdf,
05/12/2020,,DF,http://saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_278.pdf,
04/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_277.pdf,
03/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_276.pdf,
02/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_275.pdf,
01/12/2020,,DF,http://www.saude.df.gov.br/wp-conteudo/uploads/2020/03/Boletim-COVID_DF_274.pdf,
31/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-300-31-12-2020-1.pdf,
30/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-299-30-12-2020.pdf,
29/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-298-29-12-2020.pdf,
28/12/2020,Três (3) Casos/Óbitos que o boletim registra em Campestre (1) e Porto Real do Colégio (2) ocorreram em outros estados (PE e SE),AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-297-28-12-2020.pdf,
27/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-296-27-12-2020.pdf,
26/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-295-26-12-2020.pdf,
25/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-294-25-12-2020.pdf,
24/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-293-24-12-2020.pdf,
23/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-292-23-12-2020.pdf,
22/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-291-22-12-2020.pdf,
21/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-290-21-12-2020.pdf,
20/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-288-19-12-2020.pdf,
19/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-288-19-12-2020.pdf,
18/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-287-18-12-2020.pdf,
17/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-286-17-12-2020.pdf,
16/12/2020,Dados totais coletados da Secretaria Estadual de Saúde,AL,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv,
15/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-284-15-12-2020.pdf,
14/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-283-14-12-2020.pdf,
13/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-282-13-12-2020.pdf,
12/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-280-12-12-2020.pdf,
11/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-280-11-12-2020.pdf,
10/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-279-10-12-2020.pdf,
09/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-278-09-12-2020.pdf,
08/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-277-08-12-2020.pdf,
07/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-276-07-12-2020.pdf,
06/12/2020,Três (3) Casos/Óbitos que o boletim registra em Campestre (1) e Porto Real do Colégio (2) ocorreram em outros estados (PE e SE),AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-275-06-12-2020.pdf,
05/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-274-05-12-2020.pdf,
04/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-273-04-12-2020.pdf,
03/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-272-03-12-2020.pdf,
02/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-271-02-12-2020.pdf,
01/12/2020,,AL,https://www.saude.al.gov.br/wp-content/uploads/2020/12/Informe-Epidemiologico-COVID-19-no-270-01-12-2020.pdf,
31/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
30/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
29/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
28/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
27/12/2020,Dados totais coletados da Secretaria Estadual de Saúde,ES,https://docs.google.com/spreadsheets/d/17mmfgPAcVCeHW3548BlFtuurAvF3jeffRVO1NW7rVgQ/export?format=csv,
26/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
25/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
24/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
23/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
22/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
21/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
20/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
19/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
18/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
17/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
16/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
15/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
14/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
13/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
12/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
11/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
10/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
09/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
08/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
07/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
06/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
05/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
04/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
03/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
02/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
01/12/2020,,ES,https://coronavirus.es.gov.br/painel-covid-19-es,
31/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
30/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
29/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
28/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
27/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
26/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
25/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
24/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
23/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
22/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
21/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
20/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
19/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
18/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
17/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
16/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
15/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
14/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
13/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/,
12/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/,
11/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
10/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
09/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
08/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
07/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
06/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
05/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
04/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
03/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
02/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
01/12/2020,,CE,https://indicadores.integrasus.saude.ce.gov.br/indicadores/indicadores-coronavirus/coronavirus-ceara,
31/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
30/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
29/12/2020,,MA,https://www.saude.ma.gov.br/wp-content/uploads/2020/12/BOLETIM-29-12.pdf,
28/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
27/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
26/12/2020,,MA,https://www.saude.ma.gov.br/wp-content/uploads/2020/12/BOLETIM-26-12.pdf,
25/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
24/12/2020,,MA,https://www.saude.ma.gov.br/wp-content/uploads/2020/12/BOLETIM-24-12.pdf,
23/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
22/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
21/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
20/12/2020,,MA,https://www.saude.ma.gov.br/wp-content/uploads/2020/12/BOLETIM-20-12.pdf,
19/12/2020,,MA,https://www.saude.ma.gov.br/wp-content/uploads/2020/12/BOLETIM-19-12.pdf,
18/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
17/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
16/12/2020,,MA,https://www.saude.ma.gov.br/boletins-covid-19/,
